index,descriptors,area/point,core/prop,tags
049e6660-3f7f-4c1f-ba9f-dd95ed32f469,survey point|triangulation pillar|geodetic vertex|Triangulation Station|geodetic point,,core,man_made=survey_point
d9d3c104-3b06-4017-a924-ab3db1ffd947,tower,,core,man_made=tower
9fe0c87c-c5c9-477e-a8ec-da01976fee4f,watermill|Water-Powered Mill|River Mill|Hydropowered Mill|Historic Watermill,,core,"man_made=watermill, historic=watermill, man_made=mill AND generator:source=water"
4dd4c245-92a4-458e-837a-d4ed325d7ad5,wildlife crossing|Animal Overpass|Animal Underpass|Ecopassage|Wildlife Bridge,,core,man_made=wildlife_crossing
b52a0ece-31ef-4ccd-8ad4-3f75291a68da,works|production plant|factory|industrial production building|Industrial Plant|Manufacturing Facility|Production Site|Industrial Works|Processing Plant,,core,"man_made=works, building=manufacture"
facf2da2-e968-4462-9ac4-dbdbda4970a0,military airfield|Military Airport|Air Force Base|Armed Forces Airstrip,area,core,military=airfield
af758e6b-ff70-4fc1-a463-c945541fdb2e,Armed Forces Installation|Defense Compound|Military Academy|Officer Training School|Cadet Facility|Troop Barracks|Soldier Quarters|Garrison Housing|Training Grounds|Assault Course|Military Obstacle Course|Tactical Training Area|Military Camp|military fort|garrison|armory|army base|military installation|Military base,area,core,"military=base, military=academy, military=barracks, military=obstacle_course, building=military, landuse=military, military=base, military_service=***any***"
1b257da2-aed1-4d8d-931b-2317f48fe3f8,bunker|military bunker|Fortified Shelter|Defensive Structure|Underground Bunker|Combat Shelter|Armored Hideout|Blast Shelter,area,core,"military=bunker, building=bunker"
b1018378-d014-4774-bee1-038f99dc46e0,Security Checkpoint|Roadblock|Access Control Point|Inspection Post|Armed Checkpoint|Entry Control Station|Border Checkpoint|Military Checkpoint|Police Checkpoint,,core,"military=checkpoint, police=checkpoint"
dd29cd4f-500d-432f-baf9-f118b32ce6d6,danger area|Restricted Military Area|Live-Fire Zone|Ammunition Testing Ground|Military training area|military proving ground|military firing range|hazard area|hazardous area|danger zone|perilous zone|high-risk zone,area,core,"military=danger_area, military=range, military=training_area, boundary=hazard"
8e09a5dc-69a6-4fc6-9c1e-4322a1231a73,nuclear explosion site|Atomic Blast Site|Nuclear Detonation Area,area,core,military=nuclear_explosion_site
92eac830-c2c1-4076-8241-b4f0bad5658a,military office|Defense Administration Building|Armed Forces Office|Command Office|Military Headquarters,,core,military=office
98c01264-09b0-4f18-bf3b-6f1a008ed660,thicket|hedge|heath|shrubbery|scrub|Bushes|bush|shrub|single bush|individual shrub|small bush|ornamental shrub|garden shrub|decorative bush|isolated bush|isolated shrub,,core,"natural=heath, natural=scrub, natural=shrubbery, barrier=hedge, natural=shrub"
2b1c6907-1ca2-4452-996b-f5c01678757e,row of trees|tree|copse|tree row|trees|broadleaf tree|broadleaved evergreen tree|evergreen broadleaf tree|hardwood tree|leafy evergreen tree|evergreen street tree|ornamental tree|shade tree|standalone tree|individual tree|single tree|,area,core,"natural=tree, natural=tree_row, landuse=orchard"
5b353a35-4332-4762-abeb-2d75ae29e584,shoreline|coast|beach|Coastline|Seashore|Shoreline|Sandy Shore|Coastal Area|Oceanfront,,core,"natural=beach, natural=bay, natural=coastline"
269ab2ab-4a82-4baa-943e-f7e4608e24d9,geyser|Hot Spring Eruption|Thermal Vent|Geothermal Fountain,,core,natural=geyser
7c389b77-4d02-4145-812c-6e00002d9ce6,glacier|Ice Field|Ice Sheet|Frozen River|Alpine Glacier,area,core,natural=glacier
47ffea3f-d48d-4a21-83a8-ee44c81faf2e,mud|muddy area|Mudflat|Mud Patch|Wet Silt Area|Natural Mud Zone|Muddy Terrain|mud flat,area,core,natural=mud
52944015-5c23-4df8-ab2e-02db24bcae4a,spit|peninsula|promontory|headland|cape|land tongue|Isthmus |Land Spit|Coastal Promontory|Narrow Land Bridge|Land Neck,area,core,"natural=peninsula, natural=isthmus, natural=cape"
c44d51ed-0290-4900-8d8f-be6a170dcdc8,reef|Coral Reef|Rock Reef|Submerged Ridge|Underwater Barrier|Marine Reef ,area,core,natural=reef
1483c1e5-773c-4aa2-a043-99854c39cfbe,body of water|water|inland water|natural pool,area,core,natural=water
733fb239-3e2c-4a82-85c7-18a451019455,cliff|Cliffs|escarpment|precipice|Rock Face|ridge|Arête|mountain crest|mountain ridge|mountain range|mountain|mountain peak,area,core,"natural=cliff, natural=arete, natural=ridge, natural=mountain_range, natural=peak"
e4e84cab-4dcc-49d2-87a4-9d0d27127a25,dune|sand dune|Sand Hill|Wind-Blown Ridge|Desert Dune|Coastal Dune,area,core,natural=dune
7c99925b-2af3-4f82-8b95-9118be6a1e8c,hill|Knoll|Mound|Upland|Rise|Small Elevation,area,core,natural=hill
4a9245cc-dd0b-4cf1-9bab-ba26c93d551c,rock|group of rocks|Rocky Ground|Bare Rock|Stone Field|Rock Outcrop|Scree Slope|Shingle Bank|Boulder Field|Loose Rock|Rockfall Area|Gravel Slope|Rocky Terrain|Blockfield|Talus Slope,area,core,"natural=rock, natural=stone, natural=bare_rock,natural=blockfield, natural=scree, natural=shingle"
6647b7d9-98ad-4821-bd37-06fc5c2a01c4,sand|sandy area|Sand|Sandy Ground|Sand Patch|Sand Flat|Sandy Terrain,area,core,natural=sand
7f7ed8c6-7b23-49dd-a9f0-8f75e52fb310,sinkhole|Collapse Pit|Doline|Ground Depression|Karst Hole|Subsidence Crater|Earth Cavity,area,core,natural=sinkhole
4ec13619-9fca-4183-878a-500ff6758271,Valley|River Valley|Mountain Valley|Glen|Ravine|Vale|Canyon|Gorge ,area,core,natural=valley
8202a783-fc39-4344-879c-06fa25c0077f,Volcano|Volcanic Mountain|Volcanic Cone|Crater Peak|Lava Dome|Magma Vent,area,core,natural=volcano
0e90eaab-cf46-45e5-8b42-86fbbd90acc4,charity office|Charity Office|Nonprofit Office|Aid Organization HQ|Philanthropic Office|NGO Office|Non-Governmental Organization HQ|Civil Society Office|Foundation Office|Charitable Foundation HQ,,core,"office=charity, office=ngo, office=foundation"
55371794-6206-4218-a568-4f470a603a89,Construction Company Office|Building Firm Office|Contractor Office,,core,office=construction_company
2219a148-a710-40b6-b5fb-99bd74123857,Employment Agency|Job Center|Recruitment Office|Career Services Office|Job Placement Agency|Employment Services Center,,core,office=employment_agency
f648a89a-a98a-4f38-8b52-f8af4140fc62,Energy Supplier Office|Power Company Office|Utility Provider HQ,,core,office=energy_supplier
291253ef-df4f-43c5-a9f8-0f1374e4c35d,Engineering Office|Engineer's Office,,core,office=engineer
3ac88ca6-55b6-4c2d-839d-d28852062560,estate agent|real estate agent|Real Estate Office|Property Agency|Estate Agent|Realtor Office|Housing Agency|office of an estate agent,,core,office=estate_agent
35ad3026-431a-46d3-8255-5347eaa221c4,Financial Services Office|Finance Company Office|Investment Office|Wealth Management Office,,core,office=financial
1a801f11-42f7-4592-8c88-2579f791414e,Forestry Office|Forest Management Office|Woodland Services Office|Forest Ranger HQ|Forestry Administration,,core,office=forestry
654d3ee7-7504-46e5-8cf0-95ed36d92ca5,governmental office|Government Office|Public Administration Office|Government Headquarters|Civic Office|State Office|Government Building|register office|civil registry office,,core,"office=government, building=government"
6bfa4856-70cb-4211-8c34-15f311737901,lawyer|lawyer's office|Law Office|Legal Services Office|Attorneys Office|Law Firm,,core,office=lawyer
aeabe087-ade7-4311-9eda-4909a5bef960,haulers office|forwarders office|Logistics Office|Freight Coordination Office|Supply Chain HQ|Distribution Services Office,,core,office=logistics
5ad7a9de-e518-4796-8a3a-5866276e7d6d,moving company|Moving Company Office|Relocation Services Office,,core,office=moving_company
5e0e6d87-0c9f-40b3-baa3-215645cae5fd,newspaper company|office of a newspaper|Newspaper Office|Editorial Office|Newsroom|Media Company HQ|Publishing House Office|Publishers Office|Editorial HQ|Book Publisher Office|Media Publisher Office,,core,"office=newspaper, office=publisher"
abf5afe2-a7b3-40cf-8978-7cac1e8d0b30,politician's office|politician office|office of a political party|party office|political party office|Party Headquarters|Campaign Office|Politicians Office|Elected Officials Office,,core,"office=politician, office=political_party"
be1aefdc-d31b-4813-b254-407ae668d40f,office of a community of faith|Religious Office|Faith Organization Office|Church Administration|Religious Institution HQ,,core,office=religion
8a08aa16-9a17-4154-924c-5ec2a1ed56de,office of a telecommunication company|Telecommunications Company HQ|Network Provider Office,,core,office=telecommunication
71358f54-07ae-4883-af09-6ca700529ae7,atoll|islet|island|archipelago|Archipelago|Island Group|Island Chain|Cluster of Islands|Coastal Island,area,core,"place=island, place=islet, place=archipelago"
fe8737c2-ffd3-4c2d-ba4f-e9f39fda9390,square|Town Square|Public Square|City Plaza|Urban Square,area,core,place=square
9a8f461e-41fd-459a-a556-e78565fa0ff4,sea|ocean|Open Sea|Maritime Area|Coastal Sea|Marine Body,area,core,place=sea
64421e79-ae3f-4eeb-a0ca-f0da5b4c16ae,cable|Power Cable|Electrical Cable|Underground Power Line|Subsurface Cable|Power Line|Transmission Line|Electric Line|High-Voltage Line|Overhead Power Line|communications line|communications cable|power terminal|Power line terminal|power tower|power pole|electricity tower|Utility Pole|Electrical Tower|transformer tower|energy pylon|grid tower|electricity mast|electric tower|telephone pole|electricity pole|catenary mast|catenary pole|catenary pylon|overhead wire mast|overhead line pole|power portal,,core,"power=cable, power=minor_line, communication=line, power=cable, power=line, power=terminal, power=tower, power=pole, building=transformer_tower, man_made=utility_pole, power=catenary_mast, power=portal"
b927c92c-ccab-4452-afdd-edae09d948d3,power plant|generating station|power station|powerhouse,area,core,power=plant
ab3f38a9-2294-42b9-83a9-c52b94594c3c,abandoned|disused railway track|decommissioned railroad|Abandoned train track|disused railway|extinct line|deserted train track,area,core,"railway=abandoned, railway=disused"
4a8f986c-d3df-4ed3-bd80-868a10d9e1fe,railway under construction|railway repair,area,core,railway=construction
1d4aa8d8-061b-484b-a17e-8dba6b1ebf5d,high-speed train track|high speed train track,area,core,railway=rail AND highspeed=yes
7d6a1b56-9966-4676-8359-559543bd05fb,tram track|tram|subway|light rail|subway track|metro|underground|tube|rapid transit,area,core,"railway=subway, railway=tram, railway=light_rail, railway=miniature"
9d4978e2-c035-4804-abf2-609e442a7109,railway bridge|railroad viaduct|train bridge|railroad bridge|trestle bridge,area,core,railway=***any*** AND bridge=yes
de7a1fd8-258f-477f-8519-f19be4c684e2,submerged path/railway|going through a cut|is in a cutting|running through a cutting,,prop,cutting=yes
9938b5f1-6dc7-452e-adcc-1dd43a797302,railway tunnel|train tunnel|metro tunnel|railway underpass|subway tunnel|railroad tunnel,area,core,railway=***any*** AND tunnel=yes
0d2195c4-eb7d-4718-b5fc-9e707b7c2df9,railway crossing|level crossing|grade crossing|pedestrian railway crossing,area,core,"railway=crossing, railway=level_crossing, railway=tram_level_crossing, railway=railway_crossing"
b7976d29-8d56-4c86-9dec-5a016dcc6322,railway signal|railroad signal|railway light|train signal|trackside signal|railroad light|train signaling lights,,core,railway=signal
20bf0f49-388d-4fb4-84cb-0ce8427fd779,railway switch|track switch|railroad switch|train switch|train crossover,,core,railway=switch
52d7cfa6-8cd5-4379-b769-576182c92740,turntable|rotating train platform|revolving train platform,,core,railway=turntable
70669db4-5517-4664-a1f8-6c3976cf384c,alcohol shop|Liquor Store|Wine Shop|Alcohol Retailer|Spirits Shop,,core,shop=alcohol
ae6639bf-079c-41e3-a4e5-f968177b779e,Bakery|Bread Shop|Pastry Shop|Artisan Bakery|Baked Goods Store,,core,shop=bakery
ac320f20-7031-4b36-a50f-ab6df5bff259,supermarket|wholesale|discounter|Grocery Store|Discount Grocer|Wholesale Market|Food Retailer|organic supermarket|organic-only supermarket|organic grocery store|organic-only grocery|natural foods supermarket|natural foods grocery store|organic food market|organic-only food shop,area/point,core,"shop=supermarket, building=supermarket, shop=discounter, shop=wholesale"
be3d0734-ebcf-479c-b686-28afdab79d98,clothes shop|clothing store|fashion store|boutique|fashion accessorie store|Fashion Outlet|Accessories Shop|Fashion Retailer,,core,"shop=clothes, shop=fashion, shop=boutique, shop=fashion_accessories"
49cb0bca-f78e-46cd-aa44-316ac1ca2795,fabric shop|Fabric Store|Textile Shop|Cloth Store|Sewing Supply Shop,,core,shop=fabric
9d288bae-d3c4-4649-be0c-6b6a661d048d,jewelry shop|Jewelry Store|Jeweler|Gemstone Shop|Fine Jewelry Boutique,,core,shop=jewelry
6693b7c5-d400-4101-8d50-c90cd5b2f764,shoe shop|Shoe Store|Footwear Shop|Sneaker Store|Boot & Shoe Outlet|cobbler|shoe repair shop|shoe repair|shoemaker|shoe workshop|custom shoemaker|shoe maker|footware,,core,"shop=shoes, craft=shoemaker"
c6ad9648-8a9a-4bf1-8815-3316b2341e5d,Charity Shop|Donation Store|Thrift Store|Nonprofit Retailer|Secondhand Charity Shop|Secondhand Store|Thrift Shop|Used Goods Store|Vintage Shop|second hand shop|Antique Shop|Vintage Store|Curio Shop|Antiques Dealer|secondhand clothing store|second hand clothes shop|used clothing store|thrift clothing store|vintage clothing shop|second hand fashion store|used clothes shop|consignment clothing store|secondhand apparel shop|thrift clothes shop,,core,"shop=charity, shop=second_hand, shop=antiques, shop=clothes AND second_hand=only"
7d988d19-13d4-4efe-a0ef-9e56c1a7b213,beauty shop|nail salon|Beauty Store|Cosmetic Shop|Skincare Store|Makeup Boutique|tanning salon|sunbed studio|solarium|tanning shop|spray tan studio|spray tanning salon|UV tanning salon|fake tan shop|sunbed salon|tanning studio|nail bar|nail studio|nail spa|manicure salon|pedicure salon|manicure and pedicure|gel nails studio|acrylic nails salon|nail art studio,,core,shop=beauty
793b82c0-3a91-4a94-8389-ca49df0a9021,Hair Salon|Hairdresser|Barber Shop|Hair Studio|barber|barbershop|men's barber|men's hairdresser|men's haircut|barber and hairdresser|haircut and shave|beard trim|shaving salon|traditional barbershop|male grooming shop,,core,shop=hairdresser
9b87083f-682c-4b70-8d8d-10ea422985f5,Medical Supply Store|Health Equipment Shop|Medical Equipment Outlet|Healthcare Supply Store,,core,shop=medical_supply
741758f8-b399-4c49-8925-ceecb851e291,tattoo shop|tattoo parlour|Tattoo Studio,,core,shop=tattoo
4ea2a31c-c4fa-416b-ac97-473c72451885,doityourself shop|DIY shop|DIY Store|Home Improvement Store|Hardware Shop|Tool Store,,core,shop=doityourself
4fa54a83-ccc7-427e-8c06-ef173d8c15ab,Electronics Store|Tech Shop|Electronic Goods Retailer|Gadget Store|Consumer Electronics Store ,,core,shop=electronics
6d993cbf-73c3-4a25-8356-981245938198,Mobile Phone Store|Cell Phone Shop|Smartphone Store,,core,shop=mobile_phone
4f9d10db-9813-4904-889b-89c782f9a895,boat shop|Marine Store|Boat Dealer,,core,shop=boat
ffcc9080-9a1a-4637-9c07-239c01deccea,car shop|car repair shop|car repair|Car Dealership|Auto Repair Shop|Car Parts Store|Vehicle Service Center|Auto Shop|used car dealership|used car dealer|used car lot|second hand car dealer|secondhand car dealership|pre owned car dealer|pre owned car dealership|used auto dealer|used car showroom|used vehicle dealer|used automobile dealership,,core,"shop=car, shop=car_repair, shop=car_parts"
fb906a24-8962-4104-b2cf-1adf7a34e23e,Hunting Store|Hunting Supplies Shop|Hunting shop,,core,shop=hunting
cf86654a-d938-479c-802d-bfca27fb12f1,military surplus shop|Military Surplus Store|Army-Navy Store|Surplus Gear Shop|Tactical Surplus Outlet,,core,shop=military_surplus
406ed9ab-7985-4bce-89da-05d7830f7287,Motorcycle Shop|Bike Dealer|Motorcycle Rental|Motorbike Store,,core,"shop=motorcycle, amenity=motorcycle_rental"
5414e2ff-f9db-454b-ba59-e72804b0a4fd,sports shop|sport shop|Sports Store|Sporting Goods Shop|Athletic Equipment Store|Sportswear Retailer,,core,shop=sports
23f9219a-7219-4031-a4cc-3423d16e7cf0,art shop|Art Store|hobby shop|Arts & Crafts Store|Artist Supplies Shop|art supplies|craft store|craft shop|Art Supply Shop|Creative Materials Store|Handicraft Shop,,core,"shop=art, shop=craft"
e0a21a94-941d-48a6-a7fe-2fa3b35eaf78,camera shop|Camera Store|Photography Shop|Photo Equipment Store|photographer|photo studio|photography studio|portrait photographer|portrait studio|wedding photographer|photo lab|photographic laboratory|film lab|film development lab,,core,"shop=camera, craft=photographer, craft=photographic_laboratory"
4b7eeab4-a099-4375-98e0-8e2012c96bed,Music Store|Instrument Shop|Record Store|Musical Instrument Retailer|Audio Equipment Shop,,core,"shop=music, shop=musical_instrument"
72ddf4bd-e6b5-4c8b-8ae7-5c1b2fe3fc65,book shop|book store|Bookstore|Bookseller,,core,shop=books
aed4b0e2-2ac6-4823-991f-8d3f55f63b94,Lottery Shop|Lotto Outlet|Lottery Store,,core,shop=lottery
00af6dcd-a103-491e-b56e-fade15e278a2,laundry shop|laundry place|self service laundry|Laundromat|Laundry Service|Dry Cleaning Shop|Washing Service,,core,shop=laundry
2d6b7fe3-7269-42e9-8567-ddc3237a3b43,Travel Agency|Tour Booking Office|Vacation Planner|Travel Consultant|Holiday Agency,,core,shop=travel_agency
a3564212-0e86-4354-a861-18e293576768,Weapons Shop|Arms Store|Firearms Dealer|Gun Shop|Tactical Weapons Retailer|Ammunition & Arms Shop,,core,shop=weapons
9d9c971c-e0a3-4e36-941c-89a17df0e848,Vacant Shop|Empty Retail Unit|Available Storefront|Unoccupied Shop,,core,shop=vacant
a4efa414-85dd-47b3-9da7-ac9b481e1178,baseball facility|Baseball Field|Baseball Diamond|Baseball Pitch|Baseball Grounds|baseball playing field|baseball sports field|outdoor baseball field|baseball diamond field|baseball practice field|baseball training field|community baseball field|public baseball field|school baseball field|baseball club,area,core,"sport=baseball, leisure=pitch AND sport=baseball, club=baseball"
9c73658a-ac10-456c-92cd-c6e142372af9,basketball facility|basketball field|Basketball Court|Basketball Arena|Streetball Court,area,core,sport=basketball
66b53983-07e7-476d-a0e2-718fbd1ce6ad,Golf Course|Golf Club|Driving Range|Golf Facility,area,core,"sport=golf, golf=***any***, leisure=golf_course, club=golf"
48dc548f-ceee-4fe6-87f4-c2fb8860d445,miniature golf location|Mini Golf Course|Miniature Golf|Adventure Golf|Crazy Golf|Putt-Putt Course,,core,leisure=miniature_golf
9726fefd-7c58-419e-a1a5-1d9ac245d5d3,disc golf|disc golf course|Frisbee Golf|Flying Disc Course|Disc Golf Park,,core,"disc_golf=***any***, leisure=disc_golf_course"
057f023d-642b-4507-a01b-3366f67eeccb,Bowling Alley|Bowling Center|Bowling Lanes|Tenpin Bowling|Indoor Bowling Hall|Bowling Green|outdoor bowling green|lawn bowling green|lawn bowls green|outdoor bowls court|outdoor bowls pitch|bowling green field|bowls playing field|lawn bowls pitch|lawn bowling field|bowls sports ground,,core,"leisure=bowling_alley, sport=bowls"
ba0698b9-a580-47c8-af82-cc238056cee0,ice skating field|ice skating hall|ice hockey|Ice Rink|Ice Hockey Rink|Ice Skating Hall|ice Skating Rink|Ice Skating Arena|Ice Arena,,core,"sport=ice_skating, sport=ice_hockey, leisure=ice_rink"
15315767-ebc3-4bed-bd09-fa3a699f2bc8,sports facility|sports hall|sports center|athletics club|sporting club|sports association|sports society|Multipurpose Sports Facility|Indoor Sports Complex|Community Sports Center,area,core,"sport=multi, building=sports_hall, club=sport, leisure=sports_hall"
d02f6eb4-e5e5-4dfb-a738-bd9c2de50f28,soccer field|soccer hall|soccer facility|Football Pitch|Soccer Ground|soccer pitch|soccer playing field|football playing field|outdoor soccer field|grass soccer field|school soccer field|community soccer pitch|local football field|small soccer ground|futsal court|futsal pitch|indoor futsal court|indoor futsal pitch|five a side football field|five a side soccer field|5 a side football pitch|5 a side soccer pitch|mini football court|mini soccer court|small sided football pitch|small sided soccer field|soccer club,area,core,"sport=soccer, sport=futsal, club=soccer"
4086ca1e-c4d2-4560-a33d-8f37418781c0,tennis facility|Tennis Court|Tennis Center|Tennis Club|Tennis Arena|outdoor tennis court|public tennis court|tennis sports ground|tennis playing field|tennis pitch|neighborhood tennis court|school tennis court|park tennis court|community tennis court,area,core,"sport=tennis, club=tennis"
23a3c5c8-1364-40f5-bd41-ccc9a976e15b,Data Center|Server Facility|Computing Hub ,area,core,telecom=data_center
c6be54f2-5b4b-4195-b650-567f06fc48e2,Alpine Hut|Mountain Shelter|Hiking Lodge|Mountain Refuge,,core,tourism=alpine_hut
b9757ba3-da16-425e-9639-7950c8bc2fdc,Aquarium|Marine Life Center|Sea Life Park|Aquatic Exhibit|Oceanarium,area,core,tourism=aquarium
3a8c4a6f-ed79-4622-853d-67bf72e3f9ad,Tourist Attraction|Visitor Site|Sightseeing Spot,area,core,tourism=attraction
191538f8-8e79-4fe0-bb30-4cef0113d38a,Chalet|Mountain Lodge|Alpine Cabin|Ski Chalet|Guest House|Bed & Breakfast|Private Lodge|Family-Run Inn,,core,"tourism=chalet, tourism=guest_house"
00167efb-d2af-4ddc-9b86-11bdc7eb2be6,Hotel|Full-Service Hotel|Hotel Building|Tourist Accommodation|Hotel Facility|Hotel Complex|Hostel|Backpackers Lodge|Youth Hostel|Motel|Roadside Inn|Drive-Up Lodge|Budget Motor Lodge|Motorists Inn|Travel Motel|Tourist Apartment|City Apartment|Holiday Apartment|vacation condo|holiday condo|short term rental apartment,area,core,"tourism=hotel, building=hotel, tourism=hostel, tourism=motel, building=motel, tourism=apartment"
35f7eb2a-8c58-44d9-82fe-b33873fdc1ef,Museum|Exhibition Hall|Cultural Museum|Museum Building|history museum|historical museum|local history museum|city history museum|regional history museum|war history museum|military history museum|cultural history museum|social history museum|historical exhibits|historical artifacts museum|history exhibition hall|museum of history|historical society museum|heritage history museum,area,core,"tourism=museum, building=museum"
707edc50-5951-43c5-a420-cac65c98ca08,picnic site|picnic table|picnic shelter|picnic pavilion|Picnic Area|Picnic Spot|Picnic Table Site|Covered Picnic Area|Outdoor Dining Shelter,area,core,"tourism=picnic_site, leisure=picnic_table, amenity=shelter AND shelter_type=picnic_shelter, leisure=bandstand"
3c4ef6ab-84a0-4a39-b761-231779ec8c63,amusement park|carnival|fairground|funfair|festival ground|Fair|theme park|Theme Park|Festival Grounds|Showground|Carnival Site,area,core,"tourism=theme_park, landuse=fairground, landuse=recreation_ground, recreation_ground=showground, amenity=festival_grounds, leisure=festival_grounds"
ffbc7c3e-fb01-4847-964a-930960764429,viewpoint|view point|Scenic Lookout|Observation Point|Panoramic Spot|Vista Point|Viewing Platform,,core,tourism=viewpoint
369abec6-13ab-4863-8872-7cb858e2cba8,Zoo|Zoological Park|Animal Park|Wildlife Sanctuary|Zoo Grounds|animal attraction|animal enclosure|animal exhibit|wildlife enclosure|animal viewing area|safari park enclosure|zoo animal pen|animal habitat exhibit|animal park enclosure|wildlife pen|petting zoo|children's zoo|kids petting zoo|children's farm|petting farm|farm animal petting area|interactive zoo for kids|hands-on animal park|small animal petting zoo|kids animal park|Safari Park|drive-through zoo|drive-thru zoo|drive-in zoo|drive-through safari park|drive-thru safari park|wildlife safari park|safari zoo|animal safari park|car safari park|vehicle safari park|wildlife park|wildlife zoo|wildlife animal park|indigenous wildlife park|native animals park|wildlife viewing park|native wildlife zoo,,core,"tourism=zoo, attraction=animal"
3ce23642-321e-4f00-945d-5ff48f9031fb,canal|stream|river|channel|stream area|creek|brook|watercourse|surge|Waterway|strait|ocean strait|narrow sea passage|narrow water channel,area,core,"water=river, water=stream, water=canal, waterway=river, waterway=stream, waterway=canal, water=oxbow, natural=strait"
d46746a6-5114-442a-a640-01eb5c0012c0,Ditch|Drainage Channel|Water Drain|Agricultural Ditch|Waterway Ditch,area,core,"water=ditch, waterway=drain, waterway=ditch, barrier=ditch"
2aabc98c-173c-40bc-8a6f-a05175b9c992,lock for boats|Canal Lock|Water Lock|Lock Chamber|canal lock gate|navigation lock|boat lock gate|lock on canal|canal lock entrance|lock chamber on canal|canal lock structure|waterway lock gate|lock on river canal|boat passage lock,area,core,"water=lock, waterway=lock_gate"
e9214eb3-3a58-4a3f-b7cc-94802daca3d8,lake|pond|Freshwater Lake|Natural Pond|small pond|mill pond|ornamental pond|garden pond|farm pond|forest pond|wildlife pond|small lake|water hole|natural lake|inland lake|large lake|mountain lake|alpine lake|natural waterbody|natural body of water|lake shoreline|lake reservoir,area,core,"water=lake, water=pond, landuse=pond"
712f5ab9-8722-484f-ba36-9656de9d3c59,basin|reservoir|salt pond|water reservoir|Water Basin|Retention Basin|Water Storage Area|emergency water reservoir|firefighting water reservoir|firefighting water tank|firefighting water basin|fire water reservoir|fire water storage tank|fire water storage basin|fire suppression water reservoir|fire brigade water reservoir|emergency fire water supply|firefighting water storage area|drinking water reservoir|reservoir lake|man-made lake|artificial lake|water storage reservoir|water supply reservoir|dam reservoir|hill reservoir|impounded lake|service reservoir|stormwater basin|detention basin|retention pond|drainage basin|rainwater basin|stormwater retention pond|water detention basin|runoff basin|overflow basin|stormwater pond|water tank|cistern|rooftop water tank|water storage tank|emergency water tank|firefighting water cistern|fire water tank|fire water storage|emergency firefighting water supply|fire suppression water tank|fire brigade water tank|emergency water storage tank,area,core,"water=basin, landuse=basin, landuse=reservoir, landuse=salt_pond, water=basin, water=reservoir, man_made=reservoir_covered, man_made=tailings_pond, man_made=storage_tank AND content=water, emergency=water_tank"
13b4341d-304f-4e0f-8aeb-dfd35818f290,water tower|water silo|Water Storage Tower|Elevated Water Tank,area,core,"man_made=water_tower, building=water_tower,"
00d7a924-3c54-45df-aa41-14b71f6f2de9,oxidation basin|oxidation pond|sedimentation tank|sedimentation basin|sewage basin|sewage tank|wastewater basin|wastewater pond|sewage pond|sewage lagoon|wastewater lagoon|sewage treatment pond|wastewater treatment pond|sewage settling pond|wastewater settling basin|clarifier pond|clarifier basin|shit pond|open wastewater basin|open sewage water basin|sewage oxidation pond|wastewater|wastewater plant|Sewage Treatment Plant|Water Reclamation Facility|Effluent Treatment Plant|Wastewater Facility|Treated Water Basin|clarifier tank|wastewater clarifier|sewage clarifier|settling tank|wastewater settling tank|sewage settling basin|water treatment clarifier|wastewater treatment tank|sewage treatment tank|clarification basin,,,"sewage=sedimentation_tank, basin=sewage, basin=wastewater, basin=oxidation, man_made=wastewater_plant, landuse=industrial AND industrial=wastewater_treatment, water=wastewater, man_made=tailings_pond, man_made=clarifier"
bd2722df-760a-4554-8a9b-4d3ae086870d,lagoon|Coastal Lagoon|Shallow Bay|Tidal Pool,area,core,water=lagoon
614d055f-66a3-4f46-b828-dda050e9b096,moat|Defensive Moat|Castle Moat|water moat|castle water moat|fortress moat|defensive water moat|wet moat|moat around castle|castle defensive ditch|water-filled defensive ditch|castle trench with water|medieval moat,,core,water=moat
a5049ba7-1f37-4942-b7b6-21557ffe16fd,ship repair dock|dry dock|boatyard|boat storage|Boatyard|Boat Storage Facility,,core,"waterway=boatyard, amenity=boat_storage"
777f4a80-c070-43c8-a09e-bc2bc4525be4,Dam|Water Barrier|Water Retention Structure|Reservoir Dam|Weir|Low Head Dam|Water Flow Barrier|River Weir|Stream Weir,area,core,"waterway=dam, waterway=weir"
a5d0119d-c6c4-4d0a-b7ad-003c9be588f9,Waterfall|Cascade|Falling Water,area,core,waterway=waterfall
2b0d633f-8d44-4f00-ada0-6f0dd92ed191,boat fuelling station|ship fuelling station|Marine Fuel Station|Boat Refueling Point|Dockside Fuel Station|Marina Fuel Dock,,core,waterway=fuel
a0a65e96-9f75-4f13-87a6-bd46e40d5f4a,street name|Road Name,,prop,addr:street~***example***
fca0fa3c-0d62-4cd1-9fd3-2e7c9e3177b3,name|brand|brand name,,core/prop,"name~***example***, brand~***example***, short_name~***example***, name:en~***example***, int_name~***example***, official_name~***example***"
c2c5bb5c-d47c-4dfa-9c98-c36b76d7ccfb,toll road|toll lane,,prop,toll=yes
c1eab172-9b31-4737-afb6-f2a9b14796fe,City Limit Sign|Town Boundary Sign,,core,traffic_sign=city_limit
